Crash_ID,Cnty_ID,City_ID,Latitude,Longitude,Hwy_Sys,Hwy_Nbr,Dfo,Street_Name,Onsys_Fl,Rural_Fl,Shldr_Width_Left,Shldr_Width_Right,Median_Width,Nbr_Of_Lane,Func_Sys_ID,Curve_Type_ID
15143477,101,208,29.702887199999996,-95.29686629999999,IH,45,41.207,IH0045,Y,N,0,24,20,8,11,0
15143747,101,208,29.70885616,-95.30593064,IH,45,41.888000000000005,IH0045,Y,N,0,24,20,8,11,0
15144233,101,208,29.71073998,-95.30873906,IH,45,42.101000000000006,IH0045,Y,N,0,24,20,8,11,0
15144912,101,208,29.76242824,-95.37217453,IH,45,47.732,IH0045,Y,N,0,20,3,10,11,1
15144916,101,208,29.7265257,-95.33446265,IH,45,43.989,IH0045,Y,N,0,24,20,8,11,0
15145418,101,208,29.73513437,-95.34668511,IH,45,44.933,IH0045,Y,N,0,24,6,6,11,1
15146167,101,208,29.70208647,-95.29562016,IH,45,41.114,IH0045,Y,N,0,24,20,8,11,0
15146430,101,208,29.7677844,-95.36613211,IH,45,48.275,IH0045,Y,N,0,20,3,8,11,0
15148395,101,208,29.73570125,-95.34757009999998,IH,45,44.998999999999995,IH0045,Y,N,0,24,6,6,11,1
15148940,101,208,29.69960616,-95.29182941,IH,45,40.83,IH0045,Y,N,0,24,20,8,11,1
15148962,101,208,29.72221414,-95.32768789,IH,45,43.486000000000004,IH0045,Y,N,0,24,20,8,11,1
15149608,101,208,29.76251235,-95.37203792,IH,45,47.742,IH0045,Y,N,0,20,3,10,11,1
15150173,101,208,29.70218827,-95.29577859,IH,45,41.126000000000005,IH0045,Y,N,0,24,20,8,11,0
15150182,101,208,29.74265103,-95.35849767,IH,45,45.81,IH0045,Y,N,0,24,6,6,11,0
15150360,101,208,29.75235101,-95.37443909,IH,45,46.99100000000001,IH0045,Y,N,0,22,3,8,11,1
15150695,101,208,29.73573212,-95.34761878,IH,45,45.001999999999995,IH0045,Y,N,0,24,6,6,11,1
15150697,101,208,29.73359341,-95.34454805,IH,45,44.766000000000005,IH0045,Y,N,0,24,6,6,11,0
15151654,101,208,29.77031717,-95.36545013,IH,45,48.456,IH0045,Y,N,0,20,26,8,11,0
15151973,101,208,29.7022218,-95.29583077,IH,45,41.13,IH0045,Y,N,0,24,20,8,11,0
15153197,101,208,29.70183666,-95.29522905,IH,45,41.085,IH0045,Y,N,0,24,20,8,11,0
15154153,101,208,29.75098881,-95.37356086,IH,45,46.883,IH0045,Y,N,0,22,3,8,11,0
